peerId,method,from,url,loadTime
f4af643d389b03af81ce26344b29115e,peerResponse,682ff8d00e4ca4bade0d1af365e665a2,https://liveplayout-stg-pri-clf-aws-eu-west-1.slidesync.com/p/WGJMy7vJ2q_1565356980-664-472.ts,73.2299999799579
f4af643d389b03af81ce26344b29115e,peerResponse,682ff8d00e4ca4bade0d1af365e665a2,https://liveplayout-stg-pri-clf-aws-eu-west-1.slidesync.com/p/WGJMy7vJ2q_1565356980-664-471.ts,69.0450000111014
682ff8d00e4ca4bade0d1af365e665a2,serverResponse,server,https://liveplayout-stg-pri-clf-aws-eu-west-1.slidesync.com/p/WGJMy7vJ2q_1565356980-664-472.ts,101.2850003317
682ff8d00e4ca4bade0d1af365e665a2,serverResponse,server,https://liveplayout-stg-pri-clf-aws-eu-west-1.slidesync.com/p/WGJMy7vJ2q_1565356980-664-471.ts,73.1450002640486
f4af643d389b03af81ce26344b29115e,peerResponse,682ff8d00e4ca4bade0d1af365e665a2,https://liveplayout-stg-pri-clf-aws-eu-west-1.slidesync.com/p/WGJMy7vJ2q_1565356980-664-470.ts,70.754999993369
f4af643d389b03af81ce26344b29115e,peerResponse,682ff8d00e4ca4bade0d1af365e665a2,https://liveplayout-stg-pri-clf-aws-eu-west-1.slidesync.com/p/WGJMy7vJ2q_1565356980-664-469.ts,69.5700000505894
682ff8d00e4ca4bade0d1af365e665a2,serverResponse,server,https://liveplayout-stg-pri-clf-aws-eu-west-1.slidesync.com/p/WGJMy7vJ2q_1565356980-664-470.ts,124.410000629723
682ff8d00e4ca4bade0d1af365e665a2,serverResponse,server,https://liveplayout-stg-pri-clf-aws-eu-west-1.slidesync.com/p/WGJMy7vJ2q_1565356980-664-469.ts,112.610000185668
f4af643d389b03af81ce26344b29115e,peerResponse,682ff8d00e4ca4bade0d1af365e665a2,https://liveplayout-stg-pri-clf-aws-eu-west-1.slidesync.com/p/WGJMy7vJ2q_1565356980-664-468.ts,70.4050000058487
f4af643d389b03af81ce26344b29115e,peerResponse,682ff8d00e4ca4bade0d1af365e665a2,https://liveplayout-stg-pri-clf-aws-eu-west-1.slidesync.com/p/WGJMy7vJ2q_1565356980-664-467.ts,68.3949999511242
682ff8d00e4ca4bade0d1af365e665a2,serverResponse,server,https://liveplayout-stg-pri-clf-aws-eu-west-1.slidesync.com/p/WGJMy7vJ2q_1565356980-664-468.ts,89.5299995318055
682ff8d00e4ca4bade0d1af365e665a2,serverResponse,server,https://liveplayout-stg-pri-clf-aws-eu-west-1.slidesync.com/p/WGJMy7vJ2q_1565356980-664-467.ts,105.989999137819
f4af643d389b03af81ce26344b29115e,peerResponse,682ff8d00e4ca4bade0d1af365e665a2,https://liveplayout-stg-pri-clf-aws-eu-west-1.slidesync.com/p/WGJMy7vJ2q_1565356980-664-466.ts,74.1599999601021
f4af643d389b03af81ce26344b29115e,peerResponse,682ff8d00e4ca4bade0d1af365e665a2,https://liveplayout-stg-pri-clf-aws-eu-west-1.slidesync.com/p/WGJMy7vJ2q_1565356980-664-465.ts,67.7049999358132
682ff8d00e4ca4bade0d1af365e665a2,serverResponse,server,https://liveplayout-stg-pri-clf-aws-eu-west-1.slidesync.com/p/WGJMy7vJ2q_1565356980-664-466.ts,102.809999138117
682ff8d00e4ca4bade0d1af365e665a2,serverResponse,server,https://liveplayout-stg-pri-clf-aws-eu-west-1.slidesync.com/p/WGJMy7vJ2q_1565356980-664-465.ts,101.235000416636
f4af643d389b03af81ce26344b29115e,peerResponse,682ff8d00e4ca4bade0d1af365e665a2,https://liveplayout-stg-pri-clf-aws-eu-west-1.slidesync.com/p/WGJMy7vJ2q_1565356980-664-464.ts,67.2600000398234
f4af643d389b03af81ce26344b29115e,peerResponse,682ff8d00e4ca4bade0d1af365e665a2,https://liveplayout-stg-pri-clf-aws-eu-west-1.slidesync.com/p/WGJMy7vJ2q_1565356980-664-463.ts,81.2000000150874
682ff8d00e4ca4bade0d1af365e665a2,serverResponse,server,https://liveplayout-stg-pri-clf-aws-eu-west-1.slidesync.com/p/WGJMy7vJ2q_1565356980-664-464.ts,106.355000287294
682ff8d00e4ca4bade0d1af365e665a2,serverResponse,server,https://liveplayout-stg-pri-clf-aws-eu-west-1.slidesync.com/p/WGJMy7vJ2q_1565356980-664-463.ts,120.740000158548
f4af643d389b03af81ce26344b29115e,peerResponse,682ff8d00e4ca4bade0d1af365e665a2,https://liveplayout-stg-pri-clf-aws-eu-west-1.slidesync.com/p/WGJMy7vJ2q_1565356980-664-462.ts,65.3099999763072
f4af643d389b03af81ce26344b29115e,peerResponse,682ff8d00e4ca4bade0d1af365e665a2,https://liveplayout-stg-pri-clf-aws-eu-west-1.slidesync.com/p/WGJMy7vJ2q_1565356980-664-461.ts,78.830000013113
682ff8d00e4ca4bade0d1af365e665a2,serverResponse,server,https://liveplayout-stg-pri-clf-aws-eu-west-1.slidesync.com/p/WGJMy7vJ2q_1565356980-664-462.ts,122.574999928474
682ff8d00e4ca4bade0d1af365e665a2,serverResponse,server,https://liveplayout-stg-pri-clf-aws-eu-west-1.slidesync.com/p/WGJMy7vJ2q_1565356980-664-461.ts,97.3749998956919
f4af643d389b03af81ce26344b29115e,peerResponse,682ff8d00e4ca4bade0d1af365e665a2,https://liveplayout-stg-pri-clf-aws-eu-west-1.slidesync.com/p/WGJMy7vJ2q_1565356980-664-460.ts,88.6300000129268
f4af643d389b03af81ce26344b29115e,peerResponse,682ff8d00e4ca4bade0d1af365e665a2,https://liveplayout-stg-pri-clf-aws-eu-west-1.slidesync.com/p/WGJMy7vJ2q_1565356980-664-459.ts,74.4949999498203
682ff8d00e4ca4bade0d1af365e665a2,serverResponse,server,https://liveplayout-stg-pri-clf-aws-eu-west-1.slidesync.com/p/WGJMy7vJ2q_1565356980-664-460.ts,222.024999558926
682ff8d00e4ca4bade0d1af365e665a2,serverResponse,server,https://liveplayout-stg-pri-clf-aws-eu-west-1.slidesync.com/p/WGJMy7vJ2q_1565356980-664-459.ts,107.739999890327
f4af643d389b03af81ce26344b29115e,peerResponse,682ff8d00e4ca4bade0d1af365e665a2,https://liveplayout-stg-pri-clf-aws-eu-west-1.slidesync.com/p/WGJMy7vJ2q_1565356980-664-458.ts,72.234999970533
f4af643d389b03af81ce26344b29115e,peerResponse,682ff8d00e4ca4bade0d1af365e665a2,https://liveplayout-stg-pri-clf-aws-eu-west-1.slidesync.com/p/WGJMy7vJ2q_1565356980-664-457.ts,67.8349999943748
