wGmlq209mKNVWIZ7-dDeJnAX462zCa1r,serverResponse,server,http://localhost:8080/testfiles/20mb,13.795000035315752
wGmlq209mKNVWIZ7-dDeJnAX462zCa1r,serverResponse,server,http://localhost:8080/testfiles/20mb,91.60499996505678
wGmlq209mKNVWIZ7-dDeJnAX462zCa1r,serverResponse,server,http://localhost:8080/testfiles/20mb,102.60000004200265
wGmlq209mKNVWIZ7-dDeJnAX462zCa1r,serverResponse,server,http://localhost:8080/testfiles/20mb,50.45999999856576
wGmlq209mKNVWIZ7-dDeJnAX462zCa1r,serverResponse,server,http://localhost:8080/testfiles/20mb,101.41000000294298
wGmlq209mKNVWIZ7-dDeJnAX462zCa1r,serverResponse,server,http://localhost:8080/testfiles/20mb,98.12000003876165
wGmlq209mKNVWIZ7-dDeJnAX462zCa1r,serverResponse,server,http://localhost:8080/testfiles/20mb,102.77499997755513
wGmlq209mKNVWIZ7-dDeJnAX462zCa1r,serverResponse,server,http://localhost:8080/testfiles/20mb,30.749999976251274
wGmlq209mKNVWIZ7-dDeJnAX462zCa1r,serverResponse,server,http://localhost:8080/testfiles/20mb,95.3999999910593
wGmlq209mKNVWIZ7-dDeJnAX462zCa1r,serverResponse,server,http://localhost:8080/testfiles/20mb,91.74499998334795
wGmlq209mKNVWIZ7-dDeJnAX462zCa1r,serverResponse,server,http://localhost:8080/testfiles/20mb,105.43499997584149
wGmlq209mKNVWIZ7-dDeJnAX462zCa1r,serverResponse,server,http://localhost:8080/testfiles/20mb,88.94499996677041
HNgbNtXmEEUMk0mRg1foidmDbD2aq28w,peerResponse,wGmlq209mKNVWIZ7-dDeJnAX462zCa1r,http://localhost:8080/testfiles/20mb,1761.9050000212155
HNgbNtXmEEUMk0mRg1foidmDbD2aq28w,peerResponse,wGmlq209mKNVWIZ7-dDeJnAX462zCa1r,http://localhost:8080/testfiles/20mb,1607.6750000356697
HNgbNtXmEEUMk0mRg1foidmDbD2aq28w,peerResponse,wGmlq209mKNVWIZ7-dDeJnAX462zCa1r,http://localhost:8080/testfiles/20mb,1409.6499999868684
HNgbNtXmEEUMk0mRg1foidmDbD2aq28w,peerResponse,wGmlq209mKNVWIZ7-dDeJnAX462zCa1r,http://localhost:8080/testfiles/20mb,1486.879999982193
HNgbNtXmEEUMk0mRg1foidmDbD2aq28w,peerResponse,wGmlq209mKNVWIZ7-dDeJnAX462zCa1r,http://localhost:8080/testfiles/20mb,1569.9500000337139
HNgbNtXmEEUMk0mRg1foidmDbD2aq28w,peerResponse,wGmlq209mKNVWIZ7-dDeJnAX462zCa1r,http://localhost:8080/testfiles/20mb,1458.5450000013225
HNgbNtXmEEUMk0mRg1foidmDbD2aq28w,peerResponse,wGmlq209mKNVWIZ7-dDeJnAX462zCa1r,http://localhost:8080/testfiles/20mb,1527.7399999904446
HNgbNtXmEEUMk0mRg1foidmDbD2aq28w,peerResponse,wGmlq209mKNVWIZ7-dDeJnAX462zCa1r,http://localhost:8080/testfiles/20mb,1816.6099999798462
HNgbNtXmEEUMk0mRg1foidmDbD2aq28w,peerResponse,wGmlq209mKNVWIZ7-dDeJnAX462zCa1r,http://localhost:8080/testfiles/20mb,1528.3300000010058
HNgbNtXmEEUMk0mRg1foidmDbD2aq28w,peerResponse,wGmlq209mKNVWIZ7-dDeJnAX462zCa1r,http://localhost:8080/testfiles/20mb,1458.6749999434687
HNgbNtXmEEUMk0mRg1foidmDbD2aq28w,peerResponse,wGmlq209mKNVWIZ7-dDeJnAX462zCa1r,http://localhost:8080/testfiles/20mb,1484.7949999966659
HNgbNtXmEEUMk0mRg1foidmDbD2aq28w,peerResponse,wGmlq209mKNVWIZ7-dDeJnAX462zCa1r,http://localhost:8080/testfiles/20mb,1568.4050000272691
